target	routine	key	size	iters	parallel_blas_GFs	migrated_GFs	ratio
kind10	ytrmv	UNU/x-1	128	200	2.0993	2.0926	1.003
kind10	ytrmv	UNU/x-1	256	200	2.1225	2.1213	1.001
kind10	ytrmv	UNU/x-1	512	200	2.1122	2.1177	0.997
kind10	ytrmv	UNU/x-1	1024	200	1.8410	1.8458	0.997
kind10	ytrmv	UTN	128	200	3.0360	3.1226	0.972
kind10	ytrmv	UTN	256	200	3.1134	3.1152	0.999
kind10	ytrmv	UTN	512	200	3.1204	3.1206	1.000
kind10	ytrmv	UTN	1024	200	2.5054	2.4978	1.003
kind10	ytrmv	UTN/x2	128	200	3.2160	3.0976	1.038
kind10	ytrmv	UTN/x2	256	200	3.2060	3.0943	1.036
kind10	ytrmv	UTN/x2	512	200	3.2020	3.0888	1.037
kind10	ytrmv	UTN/x2	1024	200	2.4918	2.5219	0.988
kind10	ytrmv	UTN/x-1	128	200	3.2203	3.1050	1.037
kind10	ytrmv	UTN/x-1	256	200	3.1269	3.1033	1.008
kind10	ytrmv	UTN/x-1	512	200	3.2086	3.1133	1.031
kind10	ytrmv	UTN/x-1	1024	200	2.4545	2.5419	0.966
kind10	ytrmv	UTU	128	200	3.1477	3.1607	0.996
kind10	ytrmv	UTU	256	200	3.1291	3.0912	1.012
kind10	ytrmv	UTU	512	200	3.1137	3.1271	0.996
kind10	ytrmv	UTU	1024	200	2.4970	2.4612	1.015
kind10	ytrmv	UTU/x2	128	200	3.2178	3.1463	1.023
kind10	ytrmv	UTU/x2	256	200	3.2080	3.1241	1.027
kind10	ytrmv	UTU/x2	512	200	3.1871	3.0880	1.032
kind10	ytrmv	UTU/x2	1024	200	2.5076	2.4978	1.004
kind10	ytrmv	UTU/x-1	128	200	3.1827	3.1486	1.011
kind10	ytrmv	UTU/x-1	256	200	3.2228	3.1260	1.031
kind10	ytrmv	UTU/x-1	512	200	3.2261	3.0541	1.056
kind10	ytrmv	UTU/x-1	1024	200	2.5944	2.5277	1.026
kind10	ytrmv	UCN	128	200	2.8962	2.8739	1.008
kind10	ytrmv	UCN	256	200	2.8867	2.8928	0.998
kind10	ytrmv	UCN	512	200	2.8636	2.8931	0.990
kind10	ytrmv	UCN	1024	200	2.3330	2.3586	0.989
kind10	ytrmv	UCN/x2	128	200	2.7968	2.8649	0.976
kind10	ytrmv	UCN/x2	256	200	2.9015	2.8663	1.012
kind10	ytrmv	UCN/x2	512	200	2.8896	2.8617	1.010
kind10	ytrmv	UCN/x2	1024	200	2.3417	2.3446	0.999
kind10	ytrmv	UCN/x-1	128	200	2.8713	2.8698	1.001
kind10	ytrmv	UCN/x-1	256	200	2.8294	2.8634	0.988
kind10	ytrmv	UCN/x-1	512	200	2.9213	2.8722	1.017
kind10	ytrmv	UCN/x-1	1024	200	2.3589	2.3901	0.987
kind10	ytrmv	UCU	128	200	2.9150	2.9165	0.999
kind10	ytrmv	UCU	256	200	2.8999	2.8765	1.008
kind10	ytrmv	UCU	512	200	2.9009	2.8216	1.028
kind10	ytrmv	UCU	1024	200	2.2971	2.2810	1.007
kind10	ytrmv	UCU/x2	128	200	2.9134	2.6958	1.081
kind10	ytrmv	UCU/x2	256	200	2.8449	2.7869	1.021
kind10	ytrmv	UCU/x2	512	200	2.7797	2.8933	0.961
kind10	ytrmv	UCU/x2	1024	200	2.3016	2.3328	0.987
kind10	ytrmv	UCU/x-1	128	200	2.9164	2.9152	1.000
kind10	ytrmv	UCU/x-1	256	200	2.8894	2.9048	0.995
kind10	ytrmv	UCU/x-1	512	200	2.8767	2.9076	0.989
kind10	ytrmv	UCU/x-1	1024	200	2.3232	2.3715	0.980
kind10	ytrmv	LNN	128	200	2.0691	2.0813	0.994
kind10	ytrmv	LNN	256	200	2.1024	2.1065	0.998
kind10	ytrmv	LNN	512	200	2.1215	2.1214	1.000
kind10	ytrmv	LNN	1024	200	1.8428	1.8470	0.998
kind10	ytrmv	LNN/x2	128	200	2.0594	2.0462	1.006
kind10	ytrmv	LNN/x2	256	200	2.1041	2.0516	1.026
kind10	ytrmv	LNN/x2	512	200	2.1030	2.1211	0.991
kind10	ytrmv	LNN/x2	1024	200	1.8256	1.8440	0.990
kind10	ytrmv	LNN/x-1	128	200	2.0733	2.0770	0.998
kind10	ytrmv	LNN/x-1	256	200	2.0677	2.1007	0.984
kind10	ytrmv	LNN/x-1	512	200	2.1223	2.1253	0.999
kind10	ytrmv	LNN/x-1	1024	200	1.8430	1.8443	0.999
kind10	ytrmv	LNU	128	200	2.0980	2.0917	1.003
kind10	ytrmv	LNU	256	200	2.1172	2.1257	0.996
kind10	ytrmv	LNU	512	200	2.1125	2.1312	0.991
kind10	ytrmv	LNU	1024	200	1.8490	1.8556	0.996
kind10	ytrmv	LNU/x2	128	200	2.0950	2.0171	1.039
kind10	ytrmv	LNU/x2	256	200	2.1079	2.1221	0.993
kind10	ytrmv	LNU/x2	512	200	2.1140	2.1172	0.999
kind10	ytrmv	LNU/x2	1024	200	1.8167	1.8497	0.982
kind10	ytrmv	LNU/x-1	128	200	2.0660	1.9855	1.041
kind10	ytrmv	LNU/x-1	256	200	2.1201	2.1246	0.998
kind10	ytrmv	LNU/x-1	512	200	2.1144	2.1310	0.992
kind10	ytrmv	LNU/x-1	1024	200	1.8482	1.8497	0.999
kind10	ytrmv	LTN	128	200	3.1683	3.0734	1.031
kind10	ytrmv	LTN	256	200	3.1780	3.2051	0.992
kind10	ytrmv	LTN	512	200	3.2225	3.2341	0.996
kind10	ytrmv	LTN	1024	200	2.5885	2.5863	1.001
kind10	ytrmv	LTN/x2	128	200	3.2618	3.0989	1.053
kind10	ytrmv	LTN/x2	256	200	3.2988	3.1436	1.049
kind10	ytrmv	LTN/x2	512	200	3.3485	3.2145	1.042
kind10	ytrmv	LTN/x2	1024	200	2.6725	2.5867	1.033
kind10	ytrmv	LTN/x-1	128	200	3.2715	3.1084	1.052
kind10	ytrmv	LTN/x-1	256	200	3.3218	3.1626	1.050
kind10	ytrmv	LTN/x-1	512	200	3.3734	3.2197	1.048
kind10	ytrmv	LTN/x-1	1024	200	2.6676	2.5894	1.030
kind10	ytrmv	LTU	128	200	3.2108	3.1850	1.008
kind10	ytrmv	LTU	256	200	3.2107	3.0267	1.061
kind10	ytrmv	LTU	512	200	3.1457	3.1482	0.999
kind10	ytrmv	LTU	1024	200	2.6167	2.5526	1.025
kind10	ytrmv	LTU/x2	128	200	3.2997	3.1491	1.048
kind10	ytrmv	LTU/x2	256	200	3.3269	3.1582	1.053
kind10	ytrmv	LTU/x2	512	200	3.3203	3.2164	1.032
kind10	ytrmv	LTU/x2	1024	200	2.6642	2.5936	1.027
kind10	ytrmv	LTU/x-1	128	200	3.2231	3.1579	1.021
kind10	ytrmv	LTU/x-1	256	200	3.3303	3.1870	1.045
kind10	ytrmv	LTU/x-1	512	200	3.3519	3.1970	1.048
kind10	ytrmv	LTU/x-1	1024	200	2.6728	2.6034	1.027
kind10	ytrmv	LCN	128	200	2.9038	2.9079	0.999
kind10	ytrmv	LCN	256	200	2.8650	2.9387	0.975
kind10	ytrmv	LCN	512	200	2.9834	2.9727	1.004
kind10	ytrmv	LCN	1024	200	2.4237	2.4359	0.995
kind10	ytrmv	LCN/x2	128	200	2.9354	2.8216	1.040
kind10	ytrmv	LCN/x2	256	200	2.9792	2.8198	1.057
kind10	ytrmv	LCN/x2	512	200	2.9658	2.9504	1.005
kind10	ytrmv	LCN/x2	1024	200	2.4382	2.4303	1.003
kind10	ytrmv	LCN/x-1	128	200	2.9467	2.8710	1.026
kind10	ytrmv	LCN/x-1	256	200	2.9578	2.8210	1.049
kind10	ytrmv	LCN/x-1	512	200	2.9943	2.9621	1.011
kind10	ytrmv	LCN/x-1	1024	200	2.4276	2.4266	1.000
kind10	ytrmv	LCU	128	200	2.9349	2.9377	0.999
kind10	ytrmv	LCU	256	200	2.9546	2.9516	1.001
kind10	ytrmv	LCU	512	200	2.9809	2.9768	1.001
kind10	ytrmv	LCU	1024	200	2.4411	2.4439	0.999
kind10	ytrmv	LCU/x2	128	200	2.9693	2.9013	1.023
kind10	ytrmv	LCU/x2	256	200	3.0002	2.9233	1.026
kind10	ytrmv	LCU/x2	512	200	2.9977	2.9617	1.012
kind10	ytrmv	LCU/x2	1024	200	2.4263	2.4308	0.998
kind10	ytrmv	LCU/x-1	128	200	2.9790	2.9083	1.024
kind10	ytrmv	LCU/x-1	256	200	2.9883	2.9368	1.018
kind10	ytrmv	LCU/x-1	512	200	2.9935	2.9689	1.008
kind10	ytrmv	LCU/x-1	1024	200	2.4367	2.4289	1.003
kind16	iqamax	-	64	200	0.1096	0.1711	0.641
kind16	iqamax	-	128	200	0.1828	0.1781	1.027
kind16	iqamax	-	256	200	0.1809	0.1537	1.177
kind16	iqamax	-	512	200	0.1809	0.1601	1.130
kind16	iqamax	-	1024	200	0.1696	0.1587	1.069
kind16	iqamax	-	2048	200	0.1685	0.1685	1.000
kind16	iqamax	-	4096	200	0.1716	0.1676	1.024
kind16	iqamax	-	16384	200	0.1804	0.1714	1.053
kind16	iqamax	-	65536	200	0.1774	0.1746	1.016
kind16	ixamax	-	64	200	0.1408	0.1297	1.085
kind16	ixamax	-	128	200	0.1408	0.1110	1.269
kind16	ixamax	-	256	200	0.1264	0.1135	1.114
kind16	ixamax	-	512	200	0.1174	0.1081	1.086
kind16	ixamax	-	1024	200	0.1117	0.1013	1.103
kind16	ixamax	-	2048	200	0.1056	0.0998	1.059
kind16	ixamax	-	4096	200	0.1066	0.1003	1.063
kind16	ixamax	-	16384	200	0.1026	0.0976	1.051
kind16	ixamax	-	65536	200	0.1047	0.0989	1.059
kind16	qasum	-	64	200	0.0912	0.0912	1.000
kind16	qasum	-	128	200	0.0713	0.0614	1.162
kind16	qasum	-	256	200	0.0729	0.0772	0.945
kind16	qasum	-	512	200	0.0875	0.0856	1.023
kind16	qasum	-	1024	200	0.0874	0.0836	1.046
kind16	qasum	-	2048	200	0.0869	0.0831	1.045
kind16	qasum	-	4096	200	0.0903	0.0870	1.038
kind16	qasum	-	16384	200	0.0908	0.0874	1.040
kind16	qasum	-	65536	200	0.0924	0.0884	1.046
kind16	qaxpy	-	64	200	0.0731	0.0865	0.845
kind16	qaxpy	-	128	200	0.0802	0.0856	0.937
kind16	qaxpy	-	256	200	0.0802	0.0818	0.981
kind16	qaxpy	-	512	200	0.0752	0.0791	0.951
kind16	qaxpy	-	1024	200	0.0763	0.0773	0.986
kind16	qaxpy	-	2048	200	0.0763	0.0796	0.958
kind16	qaxpy	-	4096	200	0.0772	0.0767	1.006
kind16	qaxpy	-	16384	200	0.0763	0.0772	0.988
kind16	qaxpy	-	65536	200	0.0769	0.0759	1.013
kind16	qcopy	-	64	200	124.3088	88.1052	1.411
kind16	qcopy	-	128	200	137.8198	91.0828	1.513
kind16	qcopy	-	256	200	136.5336	89.9428	1.518
kind16	qcopy	-	512	200	140.1119	93.1914	1.503
kind16	qcopy	-	1024	200	64.1811	57.8092	1.110
kind16	qcopy	-	2048	200	59.0332	52.4187	1.126
kind16	qcopy	-	4096	200	59.7287	46.2075	1.293
kind16	qcopy	-	16384	200	35.4004	32.3633	1.094
kind16	qcopy	-	65536	200	33.8020	32.6902	1.034
kind16	qdot	-	64	200	0.0843	0.0871	0.968
kind16	qdot	-	128	200	0.0758	0.0796	0.952
kind16	qdot	-	256	200	0.0813	0.0783	1.038
kind16	qdot	-	512	200	0.0767	0.0766	1.002
kind16	qdot	-	1024	200	0.0736	0.0736	1.001
kind16	qdot	-	2048	200	0.0703	0.0707	0.995
kind16	qdot	-	4096	200	0.0681	0.0678	1.004
kind16	qdot	-	16384	200	0.0679	0.0684	0.994
kind16	qdot	-	65536	200	0.0684	0.0685	0.999
kind16	qgbmv	N	128	200	0.0631	0.0661	0.954
kind16	qgbmv	N	256	200	0.0632	0.0629	1.005
kind16	qgbmv	N	512	200	0.0625	0.0622	1.005
kind16	qgbmv	N	1024	200	0.0617	0.0622	0.992
kind16	qgbmv	N/y2	128	200	0.0651	0.0646	1.006
kind16	qgbmv	N/y2	256	200	0.0634	0.0639	0.992
kind16	qgbmv	N/y2	512	200	0.0621	0.0624	0.994
kind16	qgbmv	N/y2	1024	200	0.0610	0.0621	0.983
kind16	qgbmv	N/y-1	128	200	0.0654	0.0649	1.008
kind16	qgbmv	N/y-1	256	200	0.0606	0.0637	0.952
kind16	qgbmv	N/y-1	512	200	0.0623	0.0623	0.999
kind16	qgbmv	N/y-1	1024	200	0.0612	0.0617	0.992
kind16	qgbmv	N/x2	128	200	0.0660	0.0660	1.000
kind16	qgbmv	N/x2	256	200	0.0633	0.0630	1.004
kind16	qgbmv	N/x2	512	200	0.0624	0.0625	0.998
kind16	qgbmv	N/x2	1024	200	0.0619	0.0620	0.998
kind16	qgbmv	N/x2/y2	128	200	0.0649	0.0653	0.993
kind16	qgbmv	N/x2/y2	256	200	0.0629	0.0636	0.988
kind16	qgbmv	N/x2/y2	512	200	0.0618	0.0622	0.993
kind16	qgbmv	N/x2/y2	1024	200	0.0614	0.0617	0.996
kind16	qgbmv	N/x2/y-1	128	200	0.0654	0.0656	0.996
kind16	qgbmv	N/x2/y-1	256	200	0.0619	0.0618	1.000
kind16	qgbmv	N/x2/y-1	512	200	0.0618	0.0622	0.994
kind16	qgbmv	N/x2/y-1	1024	200	0.0614	0.0614	1.001
kind16	qgbmv	N/x-1	128	200	0.0659	0.0659	1.001
kind16	qgbmv	N/x-1	256	200	0.0637	0.0631	1.009
kind16	qgbmv	N/x-1	512	200	0.0625	0.0629	0.994
kind16	qgbmv	N/x-1	1024	200	0.0612	0.0622	0.983
kind16	qgbmv	N/x-1/y2	128	200	0.0638	0.0652	0.979
kind16	qgbmv	N/x-1/y2	256	200	0.0633	0.0633	1.000
kind16	qgbmv	N/x-1/y2	512	200	0.0615	0.0627	0.980
kind16	qgbmv	N/x-1/y2	1024	200	0.0612	0.0612	1.000
kind16	qgbmv	N/x-1/y-1	128	200	0.0656	0.0652	1.006
kind16	qgbmv	N/x-1/y-1	256	200	0.0624	0.0637	0.980
kind16	qgbmv	N/x-1/y-1	512	200	0.0621	0.0620	1.002
kind16	qgbmv	N/x-1/y-1	1024	200	0.0614	0.0620	0.989
kind16	qgbmv	T	128	200	0.0659	0.0667	0.988
kind16	qgbmv	T	256	200	0.0634	0.0637	0.995
kind16	qgbmv	T	512	200	0.0611	0.0624	0.980
kind16	qgbmv	T	1024	200	0.0613	0.0617	0.994
kind16	qgbmv	T/y2	128	200	0.0669	0.0662	1.010
kind16	qgbmv	T/y2	256	200	0.0642	0.0642	1.000
kind16	qgbmv	T/y2	512	200	0.0622	0.0622	1.001
kind16	qgbmv	T/y2	1024	200	0.0615	0.0618	0.995
kind16	qgbmv	T/y-1	128	200	0.0668	0.0664	1.006
kind16	qgbmv	T/y-1	256	200	0.0640	0.0641	0.998
kind16	qgbmv	T/y-1	512	200	0.0625	0.0623	1.003
kind16	qgbmv	T/y-1	1024	200	0.0618	0.0617	1.001
kind16	qgbmv	T/x2	128	200	0.0675	0.0665	1.015
kind16	qgbmv	T/x2	256	200	0.0640	0.0633	1.010
kind16	qgbmv	T/x2	512	200	0.0627	0.0586	1.071
kind16	qgbmv	T/x2	1024	200	0.0612	0.0602	1.017
kind16	qgbmv	T/x2/y2	128	200	0.0673	0.0672	1.002
kind16	qgbmv	T/x2/y2	256	200	0.0640	0.0640	1.000
kind16	qgbmv	T/x2/y2	512	200	0.0624	0.0628	0.994
kind16	qgbmv	T/x2/y2	1024	200	0.0621	0.0622	1.000
kind16	qgbmv	T/x2/y-1	128	200	0.0670	0.0673	0.995
kind16	qgbmv	T/x2/y-1	256	200	0.0641	0.0641	1.000
kind16	qgbmv	T/x2/y-1	512	200	0.0627	0.0627	1.000
kind16	qgbmv	T/x2/y-1	1024	200	0.0625	0.0622	1.005
kind16	qgbmv	T/x-1	128	200	0.0672	0.0667	1.007
kind16	qgbmv	T/x-1	256	200	0.0630	0.0642	0.981
kind16	qgbmv	T/x-1	512	200	0.0631	0.0629	1.003
kind16	qgbmv	T/x-1	1024	200	0.0621	0.0618	1.005
kind16	qgbmv	T/x-1/y2	128	200	0.0672	0.0671	1.001
kind16	qgbmv	T/x-1/y2	256	200	0.0642	0.0643	0.999
kind16	qgbmv	T/x-1/y2	512	200	0.0626	0.0630	0.994
kind16	qgbmv	T/x-1/y2	1024	200	0.0622	0.0624	0.997
kind16	qgbmv	T/x-1/y-1	128	200	0.0664	0.0666	0.996
kind16	qgbmv	T/x-1/y-1	256	200	0.0632	0.0642	0.984
kind16	qgbmv	T/x-1/y-1	512	200	0.0630	0.0626	1.007
kind16	qgbmv	T/x-1/y-1	1024	200	0.0623	0.0607	1.026
kind16	qrot	-	64	200	0.0744	0.0735	1.013
kind16	qrot	-	128	200	0.0730	0.0720	1.014
kind16	qrot	-	256	200	0.0735	0.0729	1.008
kind16	qrot	-	512	200	0.0722	0.0729	0.991
kind16	qrot	-	1024	200	0.0734	0.0733	1.001
kind16	qrot	-	2048	200	0.0724	0.0708	1.022
kind16	qrot	-	4096	200	0.0733	0.0732	1.001
kind16	qrot	-	16384	200	0.0723	0.0723	0.999
kind16	qrot	-	65536	200	0.0726	0.0726	1.000
kind16	qrotg	-	100000	100000	0.0233	0.0225	1.034
kind16	qrotm	-	64	200	0.0505	0.0518	0.977
kind16	qrotm	-	128	200	0.0512	0.0512	1.000
kind16	qrotm	-	256	200	0.0514	0.0450	1.143
kind16	qrotm	-	512	200	0.0506	0.0520	0.974
kind16	qrotm	-	1024	200	0.0523	0.0514	1.017
kind16	qrotm	-	2048	200	0.0508	0.0509	0.999
kind16	qrotm	-	4096	200	0.0524	0.0527	0.994
kind16	qrotm	-	16384	200	0.0517	0.0514	1.004
kind16	qrotm	-	65536	200	0.0516	0.0520	0.992
kind16	qrotmg	-	100000	100000	0.0701	0.0726	0.966
kind16	qsbmv	U	128	200	0.0605	0.0613	0.986
kind16	qsbmv	U	256	200	0.0596	0.0614	0.971
kind16	qsbmv	U	512	200	0.0601	0.0604	0.996
kind16	qsbmv	U	1024	200	0.0595	0.0596	0.999
kind16	qsbmv	U/y2	128	200	0.0635	0.0635	1.001
kind16	qsbmv	U/y2	256	200	0.0613	0.0615	0.997
kind16	qsbmv	U/y2	512	200	0.0597	0.0597	1.001
kind16	qsbmv	U/y2	1024	200	0.0589	0.0595	0.990
kind16	qsbmv	U/y-1	128	200	0.0619	0.0636	0.973
kind16	qsbmv	U/y-1	256	200	0.0614	0.0613	1.000
kind16	qsbmv	U/y-1	512	200	0.0599	0.0598	1.000
kind16	qsbmv	U/y-1	1024	200	0.0591	0.0577	1.024
kind16	qsbmv	U/x2	128	200	0.0623	0.0628	0.991
kind16	qsbmv	U/x2	256	200	0.0600	0.0604	0.992
kind16	qsbmv	U/x2	512	200	0.0597	0.0597	0.999
kind16	qsbmv	U/x2	1024	200	0.0587	0.0591	0.993
kind16	qsbmv	U/x2/y2	128	200	0.0637	0.0636	1.001
kind16	qsbmv	U/x2/y2	256	200	0.0609	0.0600	1.014
kind16	qsbmv	U/x2/y2	512	200	0.0597	0.0590	1.011
kind16	qsbmv	U/x2/y2	1024	200	0.0582	0.0589	0.987
kind16	qsbmv	U/x2/y-1	128	200	0.0637	0.0633	1.006
kind16	qsbmv	U/x2/y-1	256	200	0.0609	0.0605	1.007
kind16	qsbmv	U/x2/y-1	512	200	0.0592	0.0597	0.990
kind16	qsbmv	U/x2/y-1	1024	200	0.0591	0.0591	1.001
kind16	qsbmv	U/x-1	128	200	0.0621	0.0634	0.980
kind16	qsbmv	U/x-1	256	200	0.0613	0.0611	1.003
kind16	qsbmv	U/x-1	512	200	0.0598	0.0602	0.994
kind16	qsbmv	U/x-1	1024	200	0.0592	0.0595	0.995
kind16	qsbmv	U/x-1/y2	128	200	0.0634	0.0626	1.013
kind16	qsbmv	U/x-1/y2	256	200	0.0591	0.0609	0.970
kind16	qsbmv	U/x-1/y2	512	200	0.0600	0.0596	1.006
kind16	qsbmv	U/x-1/y2	1024	200	0.0595	0.0594	1.002
kind16	qsbmv	U/x-1/y-1	128	200	0.0634	0.0621	1.021
kind16	qsbmv	U/x-1/y-1	256	200	0.0612	0.0606	1.010
kind16	qsbmv	U/x-1/y-1	512	200	0.0601	0.0596	1.008
kind16	qsbmv	U/x-1/y-1	1024	200	0.0595	0.0593	1.004
kind16	qsbmv	L	128	200	0.0634	0.0632	1.002
kind16	qsbmv	L	256	200	0.0604	0.0611	0.990
kind16	qsbmv	L	512	200	0.0592	0.0598	0.991
kind16	qsbmv	L	1024	200	0.0590	0.0590	1.000
kind16	qsbmv	L/y2	128	200	0.0629	0.0633	0.994
kind16	qsbmv	L/y2	256	200	0.0603	0.0602	1.002
kind16	qsbmv	L/y2	512	200	0.0589	0.0596	0.987
kind16	qsbmv	L/y2	1024	200	0.0584	0.0588	0.993
kind16	qsbmv	L/y-1	128	200	0.0627	0.0627	1.001
kind16	qsbmv	L/y-1	256	200	0.0606	0.0603	1.006
kind16	qsbmv	L/y-1	512	200	0.0566	0.0585	0.968
kind16	qsbmv	L/y-1	1024	200	0.0580	0.0591	0.983
kind16	qsbmv	L/x2	128	200	0.0618	0.0629	0.982
kind16	qsbmv	L/x2	256	200	0.0601	0.0605	0.993
kind16	qsbmv	L/x2	512	200	0.0588	0.0578	1.018
kind16	qsbmv	L/x2	1024	200	0.0583	0.0587	0.992
kind16	qsbmv	L/x2/y2	128	200	0.0611	0.0629	0.971
kind16	qsbmv	L/x2/y2	256	200	0.0598	0.0603	0.990
kind16	qsbmv	L/x2/y2	512	200	0.0589	0.0591	0.997
kind16	qsbmv	L/x2/y2	1024	200	0.0581	0.0588	0.988
kind16	qsbmv	L/x2/y-1	128	200	0.0627	0.0626	1.001
kind16	qsbmv	L/x2/y-1	256	200	0.0601	0.0602	0.999
kind16	qsbmv	L/x2/y-1	512	200	0.0589	0.0590	0.997
kind16	qsbmv	L/x2/y-1	1024	200	0.0580	0.0586	0.990
kind16	qsbmv	L/x-1	128	200	0.0628	0.0613	1.025
kind16	qsbmv	L/x-1	256	200	0.0604	0.0607	0.994
kind16	qsbmv	L/x-1	512	200	0.0590	0.0597	0.989
kind16	qsbmv	L/x-1	1024	200	0.0585	0.0588	0.995
kind16	qsbmv	L/x-1/y2	128	200	0.0630	0.0631	0.998
kind16	qsbmv	L/x-1/y2	256	200	0.0604	0.0604	1.000
kind16	qsbmv	L/x-1/y2	512	200	0.0590	0.0596	0.991
kind16	qsbmv	L/x-1/y2	1024	200	0.0584	0.0589	0.991
kind16	qsbmv	L/x-1/y-1	128	200	0.0628	0.0631	0.995
kind16	qsbmv	L/x-1/y-1	256	200	0.0605	0.0606	0.999
kind16	qsbmv	L/x-1/y-1	512	200	0.0590	0.0596	0.991
kind16	qsbmv	L/x-1/y-1	1024	200	0.0582	0.0587	0.991
kind16	qscal	-	64	200	0.0826	0.0613	1.348
kind16	qscal	-	128	200	0.0810	0.0810	1.000
kind16	qscal	-	256	200	0.0747	0.0757	0.987
kind16	qscal	-	512	200	0.0777	0.0740	1.050
kind16	qscal	-	1024	200	0.0766	0.0771	0.994
kind16	qscal	-	2048	200	0.0756	0.0766	0.987
kind16	qscal	-	4096	200	0.0789	0.0798	0.989
kind16	qscal	-	16384	200	0.0788	0.0800	0.984
kind16	qscal	-	65536	200	0.0800	0.0801	0.999
kind16	qspr	U	128	200	0.0556	0.0564	0.986
kind16	qspr	U	256	200	0.0531	0.0573	0.928
kind16	qspr	U	512	200	0.0580	0.0598	0.970
kind16	qspr	U	1024	200	0.0570	0.0578	0.985
kind16	qspr	U/x2	128	200	0.0559	0.0562	0.995
kind16	qspr	U/x2	256	200	0.0553	0.0568	0.975
kind16	qspr	U/x2	512	200	0.0565	0.0566	0.999
kind16	qspr	U/x2	1024	200	0.0574	0.0575	0.999
kind16	qspr	U/x-1	128	200	0.0573	0.0562	1.019
kind16	qspr	U/x-1	256	200	0.0574	0.0574	1.000
kind16	qspr	U/x-1	512	200	0.0576	0.0575	1.001
kind16	qspr	U/x-1	1024	200	0.0568	0.0565	1.005
kind16	qspr	L	128	200	0.0560	0.0556	1.007
kind16	qspr	L	256	200	0.0563	0.0561	1.003
kind16	qspr	L	512	200	0.0578	0.0568	1.018
kind16	qspr	L	1024	200	0.0562	0.0553	1.016
kind16	qspr	L/x2	128	200	0.0568	0.0556	1.022
kind16	qspr	L/x2	256	200	0.0565	0.0566	0.999
kind16	qspr	L/x2	512	200	0.0566	0.0574	0.986
kind16	qspr	L/x2	1024	200	0.0562	0.0565	0.995
kind16	qspr	L/x-1	128	200	0.0559	0.0571	0.979
kind16	qspr	L/x-1	256	200	0.0554	0.0576	0.962
kind16	qspr	L/x-1	512	200	0.0575	0.0577	0.996
kind16	qspr	L/x-1	1024	200	0.0567	0.0560	1.013
kind16	qswap	-	64	200	86.6696	36.9509	2.346
kind16	qswap	-	128	200	91.9213	91.8077	1.001
kind16	qswap	-	256	200	90.6471	91.1793	0.994
kind16	qswap	-	512	200	89.2278	89.0459	1.002
kind16	qswap	-	1024	200	61.2331	61.4701	0.996
kind16	qswap	-	2048	200	52.6661	47.7984	1.102
kind16	qswap	-	4096	200	48.6670	45.9679	1.059
kind16	qswap	-	16384	200	35.3631	35.4350	0.998
kind16	qswap	-	65536	200	36.7357	36.6781	1.002
kind16	qsyr	U	128	200	0.0586	0.0601	0.976
kind16	qsyr	U	256	200	0.0595	0.0602	0.989
kind16	qsyr	U	512	200	0.0598	0.0602	0.994
kind16	qsyr	U	1024	200	0.0587	0.0589	0.996
kind16	qsyr	U/x2	128	200	0.0605	0.0594	1.018
kind16	qsyr	U/x2	256	200	0.0597	0.0592	1.009
kind16	qsyr	U/x2	512	200	0.0603	0.0593	1.018
kind16	qsyr	U/x2	1024	200	0.0590	0.0581	1.016
kind16	qsyr	U/x-1	128	200	0.0593	0.0589	1.006
kind16	qsyr	U/x-1	256	200	0.0599	0.0593	1.011
kind16	qsyr	U/x-1	512	200	0.0603	0.0594	1.016
kind16	qsyr	U/x-1	1024	200	0.0585	0.0575	1.016
kind16	qsyr	L	128	200	0.0591	0.0595	0.993
kind16	qsyr	L	256	200	0.0596	0.0586	1.017
kind16	qsyr	L	512	200	0.0597	0.0596	1.001
kind16	qsyr	L	1024	200	0.0581	0.0580	1.000
kind16	qsyr	L/x2	128	200	0.0606	0.0583	1.040
kind16	qsyr	L/x2	256	200	0.0598	0.0584	1.024
kind16	qsyr	L/x2	512	200	0.0602	0.0589	1.021
kind16	qsyr	L/x2	1024	200	0.0587	0.0576	1.020
kind16	qsyr	L/x-1	128	200	0.0598	0.0585	1.021
kind16	qsyr	L/x-1	256	200	0.0603	0.0589	1.024
kind16	qsyr	L/x-1	512	200	0.0600	0.0592	1.014
kind16	qsyr	L/x-1	1024	200	0.0584	0.0576	1.013
kind16	qtbmv	UNN	128	200	0.0695	0.0701	0.992
kind16	qtbmv	UNN	256	200	0.0679	0.0664	1.024
kind16	qtbmv	UNN	512	200	0.0638	0.0642	0.993
kind16	qtbmv	UNN	1024	200	0.0640	0.0644	0.994
kind16	qtbmv	UNN/x2	128	200	0.0741	0.0730	1.016
kind16	qtbmv	UNN/x2	256	200	0.0676	0.0673	1.005
kind16	qtbmv	UNN/x2	512	200	0.0646	0.0642	1.006
kind16	qtbmv	UNN/x2	1024	200	0.0643	0.0638	1.008
kind16	qtbmv	UNN/x-1	128	200	0.0734	0.0732	1.003
kind16	qtbmv	UNN/x-1	256	200	0.0665	0.0657	1.013
kind16	qtbmv	UNN/x-1	512	200	0.0651	0.0648	1.004
kind16	qtbmv	UNN/x-1	1024	200	0.0645	0.0631	1.022
kind16	qtbmv	UNU	128	200	0.0756	0.0759	0.997
