target	routine	key	size	iters	parallel_blas_GFs	migrated_GFs	ratio
kind10	espmv	L/x2/y2	128	200	1.6328	1.7816	0.917
kind10	espmv	L/x2/y2	256	200	1.6746	1.8591	0.901
kind10	espmv	L/x2/y2	512	200	1.6716	1.8334	0.912
kind10	espmv	L/x2/y2	1024	200	1.6500	1.7765	0.929
kind10	espmv	L/x2/y-1	128	200	1.6045	1.7962	0.893
kind10	espmv	L/x2/y-1	256	200	1.6744	1.8272	0.916
kind10	espmv	L/x2/y-1	512	200	1.6780	1.8125	0.926
kind10	espmv	L/x2/y-1	1024	200	1.6338	1.7896	0.913
kind10	espmv	L/x-1	128	200	1.5669	1.7457	0.898
kind10	espmv	L/x-1	256	200	1.6334	1.8067	0.904
kind10	espmv	L/x-1	512	200	1.6569	1.8384	0.901
kind10	espmv	L/x-1	1024	200	1.5706	1.7232	0.911
kind10	espmv	L/x-1/y2	128	200	1.5442	1.7543	0.880
kind10	espmv	L/x-1/y2	256	200	1.6406	1.8016	0.911
kind10	espmv	L/x-1/y2	512	200	1.6676	1.8373	0.908
kind10	espmv	L/x-1/y2	1024	200	1.6008	1.7577	0.911
kind10	espmv	L/x-1/y-1	128	200	1.5958	1.7558	0.909
kind10	espmv	L/x-1/y-1	256	200	1.6301	1.8216	0.895
kind10	espmv	L/x-1/y-1	512	200	1.6711	1.8383	0.909
kind10	espmv	L/x-1/y-1	1024	200	1.6410	1.8256	0.899
kind10	espr	U	128	200	0.9380	0.8215	1.142
kind10	espr	U	256	200	0.9059	0.9050	1.001
kind10	espr	U	512	200	0.9351	0.9472	0.987
kind10	espr	U	1024	200	0.7713	0.7682	1.004
kind10	espr	U/x2	128	200	0.8804	0.8886	0.991
kind10	espr	U/x2	256	200	0.8280	0.8209	1.009
kind10	espr	U/x2	512	200	0.8393	0.8486	0.989
kind10	espr	U/x2	1024	200	0.6942	0.6892	1.007
kind10	espr	U/x-1	128	200	0.8715	0.8793	0.991
kind10	espr	U/x-1	256	200	0.8379	0.8137	1.030
kind10	espr	U/x-1	512	200	0.8437	0.8381	1.007
kind10	espr	U/x-1	1024	200	0.6874	0.6982	0.984
kind10	espr	L	128	200	0.8722	0.8777	0.994
kind10	espr	L	256	200	0.8191	0.8257	0.992
kind10	espr	L	512	200	0.8386	0.8362	1.003
kind10	espr	L	1024	200	0.6873	0.6930	0.992
kind10	espr	L/x2	128	200	0.8648	0.8613	1.004
kind10	espr	L/x2	256	200	0.8109	0.8066	1.005
kind10	espr	L/x2	512	200	0.8546	0.8580	0.996
kind10	espr	L/x2	1024	200	0.6995	0.6989	1.001
kind10	espr	L/x-1	128	200	0.8663	0.8638	1.003
kind10	espr	L/x-1	256	200	0.8404	0.8450	0.994
kind10	espr	L/x-1	512	200	0.8331	0.8533	0.976
kind10	espr	L/x-1	1024	200	0.7038	0.6977	1.009
kind10	eswap	-	64	200	23.5099	23.4674	1.002
kind10	eswap	-	128	200	23.7749	24.0559	0.988
kind10	eswap	-	256	200	24.0853	24.0752	1.000
kind10	eswap	-	512	200	20.0309	22.8954	0.875
kind10	eswap	-	1024	200	19.7655	21.3574	0.925
kind10	eswap	-	2048	200	20.3625	20.2751	1.004
kind10	eswap	-	4096	200	18.4589	19.8374	0.931
kind10	eswap	-	16384	200	18.1747	18.6889	0.972
kind10	eswap	-	65536	200	18.6636	18.5096	1.008
kind10	esymm	LU	64	10	1.5486	1.7017	0.910
kind10	esymm	LU	128	10	1.9750	1.8003	1.097
kind10	esymm	LU	256	10	2.1626	1.8680	1.158
kind10	esymm	LU	512	10	2.2038	1.8427	1.196
kind10	esymm	LL	64	10	1.7735	1.7704	1.002
kind10	esymm	LL	128	10	2.0394	1.7427	1.170
kind10	esymm	LL	256	10	2.1498	1.8477	1.163
kind10	esymm	LL	512	10	2.1724	1.8262	1.190
kind10	esymm	RU	64	10	1.1775	1.1585	1.016
kind10	esymm	RU	128	10	1.6481	1.1813	1.395
kind10	esymm	RU	256	10	2.0370	1.1824	1.723
kind10	esymm	RU	512	10	2.3481	1.2011	1.955
kind10	esymm	RL	64	10	1.1978	1.2025	0.996
kind10	esymm	RL	128	10	1.6443	1.1763	1.398
kind10	esymm	RL	256	10	2.0590	1.2146	1.695
kind10	esymm	RL	512	10	2.3379	1.1910	1.963
kind10	esymv	U	128	200	1.7742	1.7486	1.015
kind10	esymv	U	256	200	1.8268	1.8321	0.997
kind10	esymv	U	512	200	1.8690	1.9139	0.977
kind10	esymv	U	1024	200	1.7632	1.7865	0.987
kind10	esymv	U/y2	128	200	1.6707	1.8239	0.916
kind10	esymv	U/y2	256	200	1.6989	1.8799	0.904
kind10	esymv	U/y2	512	200	1.7278	1.8397	0.939
kind10	esymv	U/y2	1024	200	1.6069	1.7870	0.899
kind10	esymv	U/y-1	128	200	1.6735	1.8394	0.910
kind10	esymv	U/y-1	256	200	1.7035	1.8762	0.908
kind10	esymv	U/y-1	512	200	1.7177	1.8875	0.910
kind10	esymv	U/y-1	1024	200	1.6212	1.7717	0.915
kind10	esymv	U/x2	128	200	1.6758	1.8392	0.911
kind10	esymv	U/x2	256	200	1.6973	1.8838	0.901
kind10	esymv	U/x2	512	200	1.7063	1.8460	0.924
kind10	esymv	U/x2	1024	200	1.6193	1.7696	0.915
kind10	esymv	U/x2/y2	128	200	1.5146	1.6767	0.903
kind10	esymv	U/x2/y2	256	200	1.5028	1.8380	0.818
kind10	esymv	U/x2/y2	512	200	1.6887	1.8460	0.915
kind10	esymv	U/x2/y2	1024	200	1.5906	1.7669	0.900
kind10	esymv	U/x2/y-1	128	200	1.6355	1.7964	0.910
kind10	esymv	U/x2/y-1	256	200	1.6669	1.8436	0.904
kind10	esymv	U/x2/y-1	512	200	1.6681	1.8477	0.903
kind10	esymv	U/x2/y-1	1024	200	1.5217	1.7265	0.881
kind10	esymv	U/x-1	128	200	1.6281	1.7883	0.910
kind10	esymv	U/x-1	256	200	1.6524	1.8298	0.903
kind10	esymv	U/x-1	512	200	1.7151	1.8692	0.918
kind10	esymv	U/x-1	1024	200	1.6158	1.7135	0.943
kind10	esymv	U/x-1/y2	128	200	1.6351	1.7527	0.933
kind10	esymv	U/x-1/y2	256	200	1.6707	1.8092	0.923
kind10	esymv	U/x-1/y2	512	200	1.6715	1.8408	0.908
kind10	esymv	U/x-1/y2	1024	200	1.5749	1.7412	0.904
kind10	esymv	U/x-1/y-1	128	200	1.6743	1.8395	0.910
kind10	esymv	U/x-1/y-1	256	200	1.6475	1.8575	0.887
kind10	esymv	U/x-1/y-1	512	200	1.6918	1.8668	0.906
kind10	esymv	U/x-1/y-1	1024	200	1.6197	1.7834	0.908
kind10	esymv	L	128	200	1.8066	1.8135	0.996
kind10	esymv	L	256	200	1.5941	1.3355	1.194
kind10	esymv	L	512	200	1.8416	1.8669	0.986
kind10	esymv	L	1024	200	1.7198	1.7579	0.978
kind10	esymv	L/y2	128	200	1.6434	1.8042	0.911
kind10	esymv	L/y2	256	200	1.6904	1.8664	0.906
kind10	esymv	L/y2	512	200	1.7193	1.8792	0.915
kind10	esymv	L/y2	1024	200	1.5856	1.7499	0.906
kind10	esymv	L/y-1	128	200	1.6434	1.8045	0.911
kind10	esymv	L/y-1	256	200	1.6592	1.8340	0.905
kind10	esymv	L/y-1	512	200	1.6736	1.8659	0.897
kind10	esymv	L/y-1	1024	200	1.6076	1.7662	0.910
kind10	esymv	L/x2	128	200	1.6341	1.6917	0.966
kind10	esymv	L/x2	256	200	1.6593	1.7680	0.939
kind10	esymv	L/x2	512	200	1.7301	1.8678	0.926
kind10	esymv	L/x2	1024	200	1.5965	1.7342	0.921
kind10	esymv	L/x2/y2	128	200	1.5477	1.8044	0.858
kind10	esymv	L/x2/y2	256	200	1.6831	1.8665	0.902
kind10	esymv	L/x2/y2	512	200	1.7105	1.8945	0.903
kind10	esymv	L/x2/y2	1024	200	1.5874	1.7463	0.909
kind10	esymv	L/x2/y-1	128	200	1.6381	1.8044	0.908
kind10	esymv	L/x2/y-1	256	200	1.6952	1.8491	0.917
kind10	esymv	L/x2/y-1	512	200	1.7148	1.8994	0.903
kind10	esymv	L/x2/y-1	1024	200	1.6089	1.7644	0.912
kind10	esymv	L/x-1	128	200	1.6434	1.8058	0.910
kind10	esymv	L/x-1	256	200	1.6949	1.8682	0.907
kind10	esymv	L/x-1	512	200	1.6683	1.8448	0.904
kind10	esymv	L/x-1	1024	200	1.6133	1.7326	0.931
kind10	esymv	L/x-1/y2	128	200	1.6577	1.8320	0.905
kind10	esymv	L/x-1/y2	256	200	1.6742	1.8776	0.892
kind10	esymv	L/x-1/y2	512	200	1.6577	1.8697	0.887
kind10	esymv	L/x-1/y2	1024	200	1.5598	1.7511	0.891
kind10	esymv	L/x-1/y-1	128	200	1.6133	1.8041	0.894
kind10	esymv	L/x-1/y-1	256	200	1.6672	1.8655	0.894
kind10	esymv	L/x-1/y-1	512	200	1.6964	1.8678	0.908
kind10	esymv	L/x-1/y-1	1024	200	1.6316	1.7123	0.953
kind10	esyr	U	128	200	0.7552	0.7512	1.005
kind10	esyr	U	256	200	0.7525	0.7505	1.003
kind10	esyr	U	512	200	0.7028	0.7358	0.955
kind10	esyr	U	1024	200	0.5323	0.5217	1.020
kind10	esyr	U/x2	128	200	0.6935	0.6830	1.015
kind10	esyr	U/x2	256	200	0.6875	0.6819	1.008
kind10	esyr	U/x2	512	200	0.6480	0.6594	0.983
kind10	esyr	U/x2	1024	200	0.4875	0.4806	1.014
kind10	esyr	U/x-1	128	200	0.6669	0.7059	0.945
kind10	esyr	U/x-1	256	200	0.7062	0.6945	1.017
kind10	esyr	U/x-1	512	200	0.6686	0.6694	0.999
kind10	esyr	U/x-1	1024	200	0.4846	0.4821	1.005
kind10	esyr	L	128	200	0.7185	0.6832	1.052
kind10	esyr	L	256	200	0.6989	0.6954	1.005
kind10	esyr	L	512	200	0.6766	0.6774	0.999
kind10	esyr	L	1024	200	0.4852	0.4832	1.004
kind10	esyr	L/x2	128	200	0.6874	0.6930	0.992
kind10	esyr	L/x2	256	200	0.7009	0.6861	1.021
kind10	esyr	L/x2	512	200	0.6587	0.6546	1.006
kind10	esyr	L/x2	1024	200	0.4827	0.4834	0.999
kind10	esyr	L/x-1	128	200	0.7037	0.7061	0.997
kind10	esyr	L/x-1	256	200	0.6964	0.6963	1.000
kind10	esyr	L/x-1	512	200	0.6530	0.6698	0.975
kind10	esyr	L/x-1	1024	200	0.4842	0.4818	1.005
kind10	esyrk	UN	64	10	1.0986	1.0847	1.013
kind10	esyrk	UN	128	10	1.5749	1.1685	1.348
kind10	esyrk	UN	256	10	2.0845	1.1906	1.751
kind10	esyrk	UN	512	10	2.3911	1.2115	1.974
kind10	esyrk	UT	64	10	2.5013	2.1696	1.153
kind10	esyrk	UT	128	10	2.3049	2.0578	1.120
kind10	esyrk	UT	256	10	2.1924	2.0646	1.062
kind10	esyrk	UT	512	10	2.1370	2.0479	1.043
kind10	esyrk	LN	64	10	1.1366	1.1437	0.994
kind10	esyrk	LN	128	10	1.6357	1.1832	1.382
kind10	esyrk	LN	256	10	2.0468	1.1975	1.709
kind10	esyrk	LN	512	10	2.3767	1.1837	2.008
kind10	esyrk	LT	64	10	2.5007	2.1655	1.155
kind10	esyrk	LT	128	10	2.2611	2.0531	1.101
kind10	esyrk	LT	256	10	2.1608	2.0439	1.057
kind10	esyrk	LT	512	10	2.1228	2.0601	1.030
kind10	etbmv	UNN	128	200	1.0062	1.1006	0.914
kind10	etbmv	UNN	256	200	1.0564	1.0820	0.976
kind10	etbmv	UNN	512	200	1.0482	1.0620	0.987
kind10	etbmv	UNN	1024	200	1.0422	1.0592	0.984
kind10	etbmv	UNN/x2	128	200	0.9526	1.0179	0.936
kind10	etbmv	UNN/x2	256	200	0.9288	0.9958	0.933
kind10	etbmv	UNN/x2	512	200	0.9540	0.9826	0.971
kind10	etbmv	UNN/x2	1024	200	0.9442	0.9515	0.992
kind10	etbmv	UNN/x-1	128	200	0.9944	1.0237	0.971
kind10	etbmv	UNN/x-1	256	200	0.9752	1.0028	0.973
kind10	etbmv	UNN/x-1	512	200	0.9319	0.9110	1.023
kind10	etbmv	UNN/x-1	1024	200	0.9355	0.9472	0.988
kind10	etbmv	UNU	128	200	1.1614	1.2053	0.964
kind10	etbmv	UNU	256	200	1.1396	1.1651	0.978
kind10	etbmv	UNU	512	200	1.1238	1.1516	0.976
kind10	etbmv	UNU	1024	200	1.0973	1.1440	0.959
kind10	etbmv	UNU/x2	128	200	1.0240	1.0566	0.969
kind10	etbmv	UNU/x2	256	200	1.0123	1.0291	0.984
kind10	etbmv	UNU/x2	512	200	0.9811	1.0140	0.968
kind10	etbmv	UNU/x2	1024	200	0.9767	1.0083	0.969
kind10	etbmv	UNU/x-1	128	200	1.0301	1.0595	0.972
kind10	etbmv	UNU/x-1	256	200	1.0037	1.0393	0.966
kind10	etbmv	UNU/x-1	512	200	0.9927	1.0259	0.968
kind10	etbmv	UNU/x-1	1024	200	0.9867	1.0160	0.971
kind10	etbmv	UTN	128	200	2.2670	2.2362	1.014
kind10	etbmv	UTN	256	200	2.2281	2.1624	1.030
kind10	etbmv	UTN	512	200	2.1047	2.0853	1.009
kind10	etbmv	UTN	1024	200	2.0158	1.9997	1.008
kind10	etbmv	UTN/x2	128	200	2.0771	2.1023	0.988
kind10	etbmv	UTN/x2	256	200	2.0366	2.0500	0.993
kind10	etbmv	UTN/x2	512	200	1.8725	1.9287	0.971
kind10	etbmv	UTN/x2	1024	200	1.8382	1.8538	0.992
kind10	etbmv	UTN/x-1	128	200	2.1057	2.1373	0.985
kind10	etbmv	UTN/x-1	256	200	2.0789	2.0840	0.998
kind10	etbmv	UTN/x-1	512	200	1.9744	2.0038	0.985
kind10	etbmv	UTN/x-1	1024	200	1.8937	1.9059	0.994
kind10	etbmv	UTU	128	200	2.3378	2.3126	1.011
kind10	etbmv	UTU	256	200	2.2861	2.2444	1.019
kind10	etbmv	UTU	512	200	2.1755	2.1530	1.010
kind10	etbmv	UTU	1024	200	1.9277	2.0143	0.957
kind10	etbmv	UTU/x2	128	200	2.1008	2.1599	0.973
kind10	etbmv	UTU/x2	256	200	2.0866	2.0918	0.998
kind10	etbmv	UTU/x2	512	200	1.9026	1.9546	0.973
kind10	etbmv	UTU/x2	1024	200	1.7363	1.8911	0.918
kind10	etbmv	UTU/x-1	128	200	2.1608	2.1817	0.990
kind10	etbmv	UTU/x-1	256	200	2.1320	2.1351	0.999
kind10	etbmv	UTU/x-1	512	200	2.0120	2.0121	1.000
kind10	etbmv	UTU/x-1	1024	200	1.9383	1.8559	1.044
kind10	etbmv	LNN	128	200	1.0834	1.1260	0.962
kind10	etbmv	LNN	256	200	1.0638	1.0996	0.967
kind10	etbmv	LNN	512	200	1.0456	1.0794	0.969
kind10	etbmv	LNN	1024	200	1.0412	1.0749	0.969
kind10	etbmv	LNN/x2	128	200	0.9670	0.9521	1.016
kind10	etbmv	LNN/x2	256	200	0.8591	0.9308	0.923
kind10	etbmv	LNN/x2	512	200	0.9274	0.9180	1.010
kind10	etbmv	LNN/x2	1024	200	0.9118	0.9112	1.001
kind10	etbmv	LNN/x-1	128	200	0.9727	0.9572	1.016
kind10	etbmv	LNN/x-1	256	200	0.9503	0.9365	1.015
kind10	etbmv	LNN/x-1	512	200	0.9394	0.9272	1.013
kind10	etbmv	LNN/x-1	1024	200	0.9349	0.9219	1.014
kind10	etbmv	LNU	128	200	1.1456	1.2033	0.952
kind10	etbmv	LNU	256	200	1.1220	1.1729	0.957
kind10	etbmv	LNU	512	200	1.1047	1.1515	0.959
kind10	etbmv	LNU	1024	200	1.0996	1.1439	0.961
kind10	etbmv	LNU/x2	128	200	1.0305	1.0003	1.030
kind10	etbmv	LNU/x2	256	200	1.0137	1.0021	1.012
kind10	etbmv	LNU/x2	512	200	1.0049	0.9833	1.022
kind10	etbmv	LNU/x2	1024	200	0.9984	0.9780	1.021
kind10	etbmv	LNU/x-1	128	200	1.0598	0.9938	1.066
kind10	etbmv	LNU/x-1	256	200	0.9913	0.9883	1.003
kind10	etbmv	LNU/x-1	512	200	0.9174	0.9841	0.932
kind10	etbmv	LNU/x-1	1024	200	1.0085	0.9169	1.100
kind10	etbmv	LTN	128	200	2.4252	2.3934	1.013
kind10	etbmv	LTN	256	200	2.3729	2.3771	0.998
kind10	etbmv	LTN	512	200	2.3284	2.3307	0.999
kind10	etbmv	LTN	1024	200	2.2459	2.0199	1.112
kind10	etbmv	LTN/x2	128	200	2.2587	2.0905	1.080
kind10	etbmv	LTN/x2	256	200	2.2029	2.1020	1.048
kind10	etbmv	LTN/x2	512	200	2.1406	2.1063	1.016
kind10	etbmv	LTN/x2	1024	200	2.0746	2.0768	0.999
kind10	etbmv	LTN/x-1	128	200	2.2761	1.8576	1.225
kind10	etbmv	LTN/x-1	256	200	2.1232	2.1501	0.987
kind10	etbmv	LTN/x-1	512	200	2.1916	2.1978	0.997
kind10	etbmv	LTN/x-1	1024	200	2.1243	2.1254	0.999
kind10	etbmv	LTU	128	200	2.4661	2.4774	0.995
kind10	etbmv	LTU	256	200	2.4045	2.4183	0.994
kind10	etbmv	LTU	512	200	2.2945	2.3550	0.974
kind10	etbmv	LTU	1024	200	2.2167	2.2418	0.989
kind10	etbmv	LTU/x2	128	200	2.2590	2.2253	1.015
kind10	etbmv	LTU/x2	256	200	2.2014	2.2010	1.000
kind10	etbmv	LTU/x2	512	200	2.1435	2.1495	0.997
kind10	etbmv	LTU/x2	1024	200	2.0722	2.0743	0.999
kind10	etbmv	LTU/x-1	128	200	2.2843	2.2819	1.001
kind10	etbmv	LTU/x-1	256	200	2.2185	2.2371	0.992
kind10	etbmv	LTU/x-1	512	200	2.1952	2.2010	0.997
kind10	etbmv	LTU/x-1	1024	200	2.1255	2.1271	0.999
kind10	etbsv	UNN	128	200	1.0964	1.1066	0.991
kind10	etbsv	UNN	256	200	1.0715	1.0926	0.981
kind10	etbsv	UNN	512	200	0.9985	1.0190	0.980
kind10	etbsv	UNN	1024	200	0.0216	0.0218	0.991
kind10	etbsv	UNN/x2	128	200	0.9987	0.9994	0.999
kind10	etbsv	UNN/x2	256	200	0.9570	0.9671	0.990
kind10	etbsv	UNN/x2	512	200	0.9520	0.9431	1.009
kind10	etbsv	UNN/x2	1024	200	0.0215	0.0216	0.998
kind10	etbsv	UNN/x-1	128	200	1.0002	1.0057	0.995
kind10	etbsv	UNN/x-1	256	200	0.9774	0.8639	1.131
kind10	etbsv	UNN/x-1	512	200	0.9109	0.9217	0.988
kind10	etbsv	UNN/x-1	1024	200	0.0215	0.0217	0.994
kind10	etbsv	UNU	128	200	1.1935	1.2132	0.984
kind10	etbsv	UNU	256	200	1.1365	1.1537	0.985
kind10	etbsv	UNU	512	200	0.1501	0.1498	1.002
kind10	etbsv	UNU	1024	200	0.0205	0.0207	0.988
kind10	etbsv	UNU/x2	128	200	1.0084	1.0340	0.975
kind10	etbsv	UNU/x2	256	200	1.0182	1.0537	0.966
kind10	etbsv	UNU/x2	512	200	0.1501	0.1541	0.974
kind10	etbsv	UNU/x2	1024	200	0.0207	0.0205	1.011
kind10	etbsv	UNU/x-1	128	200	1.0251	1.0641	0.963
kind10	etbsv	UNU/x-1	256	200	1.0017	1.0385	0.965
kind10	etbsv	UNU/x-1	512	200	0.1499	0.1514	0.990
kind10	etbsv	UNU/x-1	1024	200	0.0206	0.0209	0.985
kind10	etbsv	UTN	128	200	2.1934	2.0154	1.088
kind10	etbsv	UTN	256	200	2.1477	2.0582	1.043
kind10	etbsv	UTN	512	200	1.8721	1.8525	1.011
kind10	etbsv	UTN	1024	200	0.0229	0.0228	1.007
kind10	etbsv	UTN/x2	128	200	1.9855	1.5350	1.293
kind10	etbsv	UTN/x2	256	200	1.8538	1.4620	1.268
kind10	etbsv	UTN/x2	512	200	1.7199	1.3670	1.258
kind10	etbsv	UTN/x2	1024	200	0.0228	0.0225	1.016
kind10	etbsv	UTN/x-1	128	200	2.0291	1.4114	1.438
kind10	etbsv	UTN/x-1	256	200	1.7408	1.5219	1.144
kind10	etbsv	UTN/x-1	512	200	1.5455	1.2743	1.213
kind10	etbsv	UTN/x-1	1024	200	0.0226	0.0225	1.007
kind10	etbsv	UTU	128	200	2.2678	2.2697	0.999
kind10	etbsv	UTU	256	200	2.2189	2.2096	1.004
kind10	etbsv	UTU	512	200	0.1485	0.1490	0.997
kind10	etbsv	UTU	1024	200	0.0217	0.0217	1.002
kind10	etbsv	UTU/x2	128	200	2.1860	1.6586	1.318
kind10	etbsv	UTU/x2	256	200	2.1122	1.6241	1.301
kind10	etbsv	UTU/x2	512	200	0.1510	0.1477	1.022
kind10	etbsv	UTU/x2	1024	200	0.0217	0.0214	1.015
kind10	etbsv	UTU/x-1	128	200	2.1576	1.6369	1.318
kind10	etbsv	UTU/x-1	256	200	2.1067	1.6106	1.308
kind10	etbsv	UTU/x-1	512	200	0.1407	0.1378	1.021
kind10	etbsv	UTU/x-1	1024	200	0.0216	0.0217	0.997
kind10	etbsv	LNN	128	200	1.1062	1.1143	0.993
kind10	etbsv	LNN	256	200	1.0804	1.0904	0.991
kind10	etbsv	LNN	512	200	0.5196	0.5268	0.986
kind10	etbsv	LNN	1024	200	0.0225	0.0225	1.001
kind10	etbsv	LNN/x2	128	200	0.9709	0.9918	0.979
kind10	etbsv	LNN/x2	256	200	0.9891	0.9714	1.018
kind10	etbsv	LNN/x2	512	200	0.4241	0.4409	0.962
kind10	etbsv	LNN/x2	1024	200	0.0220	0.0221	0.995
kind10	etbsv	LNN/x-1	128	200	0.9934	0.9889	1.005
kind10	etbsv	LNN/x-1	256	200	0.9647	0.9673	0.997
kind10	etbsv	LNN/x-1	512	200	0.4349	0.4242	1.025
kind10	etbsv	LNN/x-1	1024	200	0.0226	0.0225	1.007
kind10	etbsv	LNU	128	200	1.1993	1.2099	0.991
kind10	etbsv	LNU	256	200	1.1734	1.1818	0.993
kind10	etbsv	LNU	512	200	0.1104	0.1115	0.990
kind10	etbsv	LNU	1024	200	0.0212	0.0214	0.994
kind10	etbsv	LNU/x2	128	200	0.9610	1.0600	0.907
kind10	etbsv	LNU/x2	256	200	1.0336	1.0306	1.003
kind10	etbsv	LNU/x2	512	200	0.1060	0.1048	1.011
kind10	etbsv	LNU/x2	1024	200	0.0211	0.0211	1.000
kind10	etbsv	LNU/x-1	128	200	1.0447	1.0455	0.999
kind10	etbsv	LNU/x-1	256	200	1.0201	1.0174	1.003
kind10	etbsv	LNU/x-1	512	200	0.1038	0.1031	1.008
kind10	etbsv	LNU/x-1	1024	200	0.0213	0.0213	1.001
kind10	etbsv	LTN	128	200	2.0514	1.9977	1.027
kind10	etbsv	LTN	256	200	2.0052	1.9700	1.018
kind10	etbsv	LTN	512	200	0.4606	0.4659	0.989
kind10	etbsv	LTN	1024	200	0.0234	0.0233	1.006
kind10	etbsv	LTN/x2	128	200	1.8947	1.8245	1.038
kind10	etbsv	LTN/x2	256	200	1.8620	1.7760	1.048
kind10	etbsv	LTN/x2	512	200	0.4581	0.4540	1.009
kind10	etbsv	LTN/x2	1024	200	0.0232	0.0232	1.000
kind10	etbsv	LTN/x-1	128	200	1.5887	1.4316	1.110
kind10	etbsv	LTN/x-1	256	200	1.8805	1.7869	1.052
kind10	etbsv	LTN/x-1	512	200	0.5171	0.5009	1.032
kind10	etbsv	LTN/x-1	1024	200	0.0235	0.0232	1.012
kind10	etbsv	LTU	128	200	2.2551	2.2178	1.017
kind10	etbsv	LTU	256	200	2.2107	2.1642	1.021
kind10	etbsv	LTU	512	200	0.1112	0.1110	1.001
kind10	etbsv	LTU	1024	200	0.0223	0.0222	1.002
kind10	etbsv	LTU/x2	128	200	1.9763	1.8904	1.045
kind10	etbsv	LTU/x2	256	200	1.9737	1.8908	1.044
kind10	etbsv	LTU/x2	512	200	0.1098	0.1094	1.004
kind10	etbsv	LTU/x2	1024	200	0.0221	0.0222	0.996
kind10	etbsv	LTU/x-1	128	200	2.0670	1.9581	1.056
kind10	etbsv	LTU/x-1	256	200	2.0094	1.9007	1.057
kind10	etbsv	LTU/x-1	512	200	0.1118	0.1120	0.998
kind10	etbsv	LTU/x-1	1024	200	0.0223	0.0223	1.000
kind10	etpmv	UNN	128	200	1.1460	0.9999	1.146
kind10	etpmv	UNN	256	200	1.1894	1.0399	1.144
kind10	etpmv	UNN	512	200	1.1945	1.0469	1.141
kind10	etpmv	UNN	1024	200	1.1680	1.0341	1.129
kind10	etpmv	UNN/x2	128	200	1.0199	1.0248	0.995
kind10	etpmv	UNN/x2	256	200	1.0277	1.0546	0.974
kind10	etpmv	UNN/x2	512	200	1.0550	1.0422	1.012
kind10	etpmv	UNN/x2	1024	200	1.0245	1.0259	0.999
kind10	etpmv	UNN/x-1	128	200	1.0067	1.0069	1.000
kind10	etpmv	UNN/x-1	256	200	1.0252	1.0293	0.996
kind10	etpmv	UNN/x-1	512	200	1.0562	1.0786	0.979
kind10	etpmv	UNN/x-1	1024	200	1.0266	1.0044	1.022
kind10	etpmv	UNU	128	200	1.1199	0.9986	1.121
kind10	etpmv	UNU	256	200	1.1288	1.0729	1.052
kind10	etpmv	UNU	512	200	1.1942	1.0599	1.127
kind10	etpmv	UNU	1024	200	1.1612	1.0184	1.140
kind10	etpmv	UNU/x2	128	200	1.0224	1.0510	0.973
kind10	etpmv	UNU/x2	256	200	1.0304	1.0525	0.979
kind10	etpmv	UNU/x2	512	200	1.0556	1.0492	1.006
kind10	etpmv	UNU/x2	1024	200	1.0107	1.0150	0.996
kind10	etpmv	UNU/x-1	128	200	1.0441	1.0153	1.028
kind10	etpmv	UNU/x-1	256	200	1.0579	0.9986	1.059
kind10	etpmv	UNU/x-1	512	200	1.0625	1.0465	1.015
kind10	etpmv	UNU/x-1	1024	200	0.9742	1.0089	0.966
kind10	etpmv	UTN	128	200	1.9874	1.8266	1.088
kind10	etpmv	UTN	256	200	1.9103	1.9428	0.983
kind10	etpmv	UTN	512	200	1.9580	1.9882	0.985
kind10	etpmv	UTN	1024	200	1.7665	1.7621	1.002
kind10	etpmv	UTN/x2	128	200	1.9224	1.9676	0.977
kind10	etpmv	UTN/x2	256	200	1.9329	1.9420	0.995
kind10	etpmv	UTN/x2	512	200	1.9485	1.9642	0.992
kind10	etpmv	UTN/x2	1024	200	1.7942	1.8153	0.988
kind10	etpmv	UTN/x-1	128	200	1.9729	1.9994	0.987
kind10	etpmv	UTN/x-1	256	200	1.9818	1.9633	1.009
kind10	etpmv	UTN/x-1	512	200	1.9470	1.9392	1.004
kind10	etpmv	UTN/x-1	1024	200	1.7962	1.8267	0.983
kind10	etpmv	UTU	128	200	1.9897	1.7463	1.139
kind10	etpmv	UTU	256	200	1.9443	1.9452	1.000
kind10	etpmv	UTU	512	200	1.9358	1.9391	0.998
kind10	etpmv	UTU	1024	200	1.7543	1.7434	1.006
kind10	etpmv	UTU/x2	128	200	1.9660	1.9430	1.012
kind10	etpmv	UTU/x2	256	200	1.9441	1.9351	1.005
kind10	etpmv	UTU/x2	512	200	1.9399	1.9473	0.996
kind10	etpmv	UTU/x2	1024	200	1.5765	1.7104	0.922
kind10	etpmv	UTU/x-1	128	200	1.9971	1.9422	1.028
kind10	etpmv	UTU/x-1	256	200	1.8868	1.9340	0.976
kind10	etpmv	UTU/x-1	512	200	1.9498	1.9456	1.002
kind10	etpmv	UTU/x-1	1024	200	1.7622	1.7701	0.996
kind10	etpmv	LNN	128	200	0.9489	0.9992	0.950
kind10	etpmv	LNN	256	200	1.0231	1.0324	0.991
kind10	etpmv	LNN	512	200	1.0403	1.0468	0.994
kind10	etpmv	LNN	1024	200	1.0034	1.0051	0.998
kind10	etpmv	LNN/x2	128	200	1.0002	1.0001	1.000
kind10	etpmv	LNN/x2	256	200	1.0197	1.0269	0.993
